Mosquito,Latitude,Longitude,Population,Phylodiversity,Temperature,Precipitation,Leaf Index High Veg,Leaf Index Low Veg,Maximum Temperature,Minimum Temperature,Maximum 10 Meter U Wind,Minimum 10 Meter U Wind,Maximum 10 Meter V Wind,Minimum 10 Meter V Wind,Maximum Leaf Area Index High Vegetation,Minimum Leaf Area Index High Vegetation,Maximum Leaf Area Index Low Vegetation,Minimum Leaf Area Index Low Vegetation,Maximum Skin Reservoir Content,Minimum Skin Reservoir Content,Maximum Snow Depth,Minimum Snow Depth,keys,EvergreenDeciduousNeedleleafTrees,EvergreenBroadleafTrees,DeciduousBroadleafTrees,MixedOtherTrees,Shrubs,HerbaceousVegetation,CultivatedandManagedVegetation,RegularlyFloodedVegetation,UrbanBuilt-up,SnowIce,Barren,OpenWater,Timing
1.0,41.856833,-88.108126,117299.07197943445,1.263947096,287.4684753,0.005439837,1.921970129,2.230598688,5.237611771,-6.016071796,5.560194969,-3.453210115,296.7868958,278.9230652,2.02121973,1.777316332,2.271121025,2.169663191,0.000388354,0.0,0.00390622,0.0,87,10,0,0,0,0,10,10,0,71,0,0,0,17
1.0,41.856833,-88.108126,117299.07197943445,1.263947096,292.5220032,0.004243968,2.084446192,2.296622515,4.011418343,-3.835147381,4.503048897,-6.763816833,300.8900452,284.696106,2.111978292,2.026474714,2.308486223,2.273213148,0.000404833,0.0,-7.35e-24,-7.35e-24,88,10,0,0,0,0,10,10,0,71,0,0,0,18
4.0,41.856833,-88.108126,117299.07197943445,1.263947096,297.2052917,0.002788498,2.116973877,2.311742544,3.365843058,-2.978235722,3.843834639,-4.522537708,303.7736206,290.037384,2.124529839,2.107441664,2.314713955,2.308838367,0.000406503,2.91e-11,-7.35e-24,-7.35e-24,89,10,0,0,0,0,10,10,0,71,0,0,0,19
41.0,41.856833,-88.108126,117299.07197943445,1.263947096,295.012146,0.004048666,2.06862855,2.293800116,4.901289463,-3.900610209,3.629592419,-3.22876668,300.2427368,288.7266541,2.106352091,1.995121717,2.308714151,2.263165236,0.000399914,0.0,-7.35e-24,-7.35e-24,90,10,0,0,0,0,10,10,0,71,0,0,0,20
61.0,41.856833,-88.108126,117299.07197943445,1.263947096,293.7577515,0.00537707,1.884656668,2.216184378,4.75785923,-3.695630789,4.424450874,-3.743317127,299.0447388,287.1834412,1.989162087,1.749282598,2.260639906,2.158309698,0.00037709,-2.91e-11,-7.35e-24,-7.35e-24,91,10,0,0,0,0,10,10,0,71,0,0,0,21
4.0,41.856833,-88.108126,117299.07197943445,1.263947096,284.0333557,0.005910487,1.60229075,2.095476627,7.339507103,-5.754797459,5.019739151,-5.798911095,298.484375,273.842926,1.738905191,1.496982336,2.153796673,2.050908327,0.000349041,0.0,0.055664107,0.0,92,10,0,0,0,0,10,10,0,71,0,0,0,22
1.0,41.856833,-88.108126,117299.07197943445,1.263947096,287.3027039,0.00534164,1.921970129,2.230598688,5.090603828,-4.293800354,5.071083069,-5.577830791,299.2668762,272.9638367,2.02121973,1.777316332,2.271121025,2.169663191,0.000386894,0.0,0.0,0.0,93,10,0,0,0,0,10,10,0,71,0,0,0,29
1.0,41.856833,-88.108126,117299.07197943445,1.263947096,294.7731628,0.003903228,2.084446192,2.296622515,4.823444366,-3.591343641,7.263177395,-3.22873807,300.9562988,284.8905029,2.111978292,2.026474714,2.308486223,2.273213148,0.000404715,0.0,-7.35e-24,-7.35e-24,94,10,0,0,0,0,10,10,0,71,0,0,0,30
8.0,41.856833,-88.108126,117299.07197943445,1.263947096,297.7005615,0.004426367,2.116973877,2.311742544,6.563505173,-3.893127918,4.488397121,-4.305865288,303.1742249,290.8752441,2.124529839,2.107441664,2.314713955,2.308838367,0.000407314,0.0,-7.35e-24,-7.35e-24,95,10,0,0,0,0,10,10,0,71,0,0,0,31
47.0,41.856833,-88.108126,117299.07197943445,1.263947096,296.1995544,0.00097829,2.06862855,2.293800116,3.594029903,-3.664635658,3.916005611,-4.078760147,302.1638794,288.6640015,2.106352091,1.995121717,2.308714151,2.263165236,0.000351783,0.0,-7.35e-24,-7.35e-24,96,10,0,0,0,0,10,10,0,71,0,0,0,32
49.0,41.856833,-88.108126,117299.07197943445,1.263947096,291.1460266,0.004204601,1.884656668,2.216184378,5.319662094,-4.193227768,5.487890244,-3.784148216,297.834137,281.5317993,1.989162087,1.749282598,2.260639906,2.158309698,0.000383253,0.0,-7.35e-24,-7.35e-24,97,10,0,0,0,0,10,10,0,71,0,0,0,33
3.0,41.856833,-88.108126,117299.07197943445,1.263947096,283.1678467,0.001878036,1.60229075,2.095476627,4.412364006,-3.215534449,6.973434448,-4.934524059,294.0809326,273.0958862,1.738905191,1.496982336,2.153796673,2.050908327,0.000345978,0.0,0.005859286,0.0,98,10,0,0,0,0,10,10,0,71,0,0,0,34
1.0,41.856833,-88.108126,117299.07197943445,1.263947096,296.0393066,0.007901999,2.084446192,2.296622515,5.483304977,-3.979046345,5.724469662,-5.052203655,303.8432007,285.1079102,2.111978292,2.026474714,2.308486223,2.273213148,0.000405075,0.0,-7.35e-24,-7.35e-24,99,10,0,0,0,0,10,10,0,71,0,0,0,42
17.0,41.856833,-88.108126,117299.07197943445,1.263947096,296.0427551,0.001796678,2.116973877,2.311742544,4.602470875,-4.052908421,4.846080303,-4.410573959,301.6776733,287.7824402,2.124529839,2.107441664,2.314713955,2.308838367,0.000407451,0.0,-7.35e-24,-7.35e-24,100,10,0,0,0,0,10,10,0,71,0,0,0,43
100.0,41.856833,-88.108126,117299.07197943445,1.263947096,297.1569519,0.002873136,2.06862855,2.293800116,4.357028484,-2.274753094,5.027879238,-3.888100624,301.3390808,290.2818909,2.106352091,1.995121717,2.308714151,2.263165236,0.000372827,-2.91e-11,-7.35e-24,-7.35e-24,101,10,0,0,0,0,10,10,0,71,0,0,0,44
54.0,41.856833,-88.108126,117299.07197943445,1.263947096,293.7114868,0.001548887,1.884656668,2.216184378,4.254728794,-3.740132809,5.490022182,-6.199811935,299.5403748,286.6618042,1.989162087,1.749282598,2.260639906,2.158309698,0.000313853,0.0,-7.35e-24,-7.35e-24,102,10,0,0,0,0,10,10,0,71,0,0,0,45
6.0,41.856833,-88.108126,117299.07197943445,1.263947096,287.9485474,0.005225727,1.60229075,2.095476627,4.959017754,-7.004137993,5.08849144,-7.219126701,296.3497925,277.9063721,1.738905191,1.496982336,2.153796673,2.050908327,0.000347526,0.0,-7.35e-24,-7.35e-24,103,10,0,0,0,0,10,10,0,71,0,0,0,46
3.0,41.856833,-88.108126,117299.07197943445,1.263947096,289.8425903,0.004151019,1.921970129,2.230598688,4.104525089,-3.93383503,6.621620655,-4.753768921,300.6769714,278.7861938,2.02121973,1.777316332,2.271121025,2.169663191,0.000389186,0.0,-7.35e-24,-7.35e-24,104,10,0,0,0,0,10,10,0,71,0,0,0,53
1.0,41.856833,-88.108126,117299.07197943445,1.263947096,294.464386,0.002835956,2.084446192,2.296622515,4.075332165,-3.728265762,4.629104614,-3.501487255,302.5648193,285.4505615,2.111978292,2.026474714,2.308486223,2.273213148,0.000405072,0.0,-7.35e-24,-7.35e-24,105,10,0,0,0,0,10,10,0,71,0,0,0,54
17.0,41.856833,-88.108126,117299.07197943445,1.263947096,296.530426,0.002841424,2.116973877,2.311742544,5.333239079,-3.481081963,4.394582748,-2.907518387,302.1435242,290.0821228,2.124529839,2.107441664,2.314713955,2.308838367,0.000407457,0.0,-7.35e-24,-7.35e-24,106,10,0,0,0,0,10,10,0,71,0,0,0,55
88.0,41.856833,-88.108126,117299.07197943445,1.263947096,295.7844238,0.003100805,2.06862855,2.293800116,4.845347881,-3.762577295,4.459154129,-3.342713594,301.2954407,288.8791504,2.106352091,1.995121717,2.308714151,2.263165236,0.000403819,0.0,-7.35e-24,-7.35e-24,107,10,0,0,0,0,10,10,0,71,0,0,0,56
25.0,41.856833,-88.108126,117299.07197943445,1.263947096,291.9928894,0.000881623,1.884656668,2.216184378,5.161033154,-3.023383141,3.732085943,-4.841841698,299.0740967,282.7425537,1.989162087,1.749282598,2.260639906,2.158309698,0.000378851,0.0,-7.35e-24,-7.35e-24,108,10,0,0,0,0,10,10,0,71,0,0,0,57
3.0,41.856833,-88.108126,117299.07197943445,1.263947096,284.3953247,0.000859316,1.60229075,2.095476627,6.547350883,-3.645106554,6.301692963,-5.780066967,293.2755127,275.1959839,1.738905191,1.496982336,2.153796673,2.050908327,0.000320074,2.91e-11,0.0,0.0,109,10,0,0,0,0,10,10,0,71,0,0,0,58
1.0,39.615081,-87.689095,17803.0,-0.100006061,296.6416321,0.001253856,2.375085831,2.484614134,5.415217876,-3.307376385,4.725187778,-4.320295811,303.454895,288.7477722,2.453248739,2.313716888,2.858044624,2.202033758,0.000409447,0.0,-7.35e-24,-7.35e-24,110,0,0,0,2,0,12,54,0,31,0,0,0,54
1.0,38.974564,-89.110695,22325.0,0.296462507,299.0834351,0.002598663,2.428217173,2.985488415,3.856044769,-3.102250576,3.81823802,-4.657380104,304.9396973,292.0916748,2.509174585,2.270658255,3.002547503,2.950306892,0.000471921,-2.91e-11,-7.35e-24,-7.35e-24,111,0,0,0,0,0,3,81,0,15,0,0,0,7
1.0,38.974564,-89.110695,22325.0,0.296462507,298.312561,0.003680588,2.268580198,2.953736305,4.149532795,-2.508194923,4.494104385,-3.340628624,301.6967773,291.1661377,2.419201851,2.000524998,2.985498905,2.894401073,0.000452972,0.0,-7.35e-24,-7.35e-24,112,0,0,0,0,0,3,81,0,15,0,0,0,8
1.0,38.974564,-89.110695,22325.0,0.296462507,295.7215576,0.002281106,1.70255053,2.828139782,2.644015312,-2.094810009,4.549263,-3.447582245,299.7835083,286.7391052,1.979024172,1.488898754,2.889647007,2.780883789,0.000383621,0.0,-7.35e-24,-7.35e-24,113,0,0,0,0,0,3,81,0,15,0,0,0,45
1.0,38.974564,-89.110695,22325.0,0.296462507,299.2554321,0.00694889,2.428217173,2.985488415,2.673010349,-2.842362881,3.848739624,-2.991453648,304.5499268,292.868988,2.509174585,2.270658255,3.002547503,2.950306892,0.000470346,0.0,-7.35e-24,-7.35e-24,114,0,0,0,0,0,3,81,0,15,0,0,0,55
2.0,40.456293,-88.103399,13687.0,0.232669679,297.2363892,0.001649272,2.83396101,2.804099083,6.908596992,-4.244364738,5.774973869,-5.687887669,303.4786377,289.3043213,2.836645842,2.828341246,2.991436958,2.372670174,0.00041777,-2.91e-11,-7.35e-24,-7.35e-24,115,0,0,0,0,0,25,75,0,0,0,0,0,7
9.0,40.456293,-88.103399,13687.0,0.232669679,296.926239,0.006084356,2.830229521,2.554922104,4.042552948,-3.608901024,6.542067051,-3.95074892,301.7949219,289.8787842,2.834250927,2.822981119,2.845679283,1.997446299,0.000516205,0.0,-7.35e-24,-7.35e-24,116,0,0,0,0,0,25,75,0,0,0,0,0,8
2.0,40.456293,-88.103399,13687.0,0.232669679,294.1936035,0.002853889,2.815304279,1.414926767,8.238383293,-5.739181519,5.980173111,-5.548832893,300.9083862,285.9847717,2.822527885,2.810026884,1.952040792,1.092778921,0.000329648,0.0,-7.35e-24,-7.35e-24,117,0,0,0,0,0,25,75,0,0,0,0,0,9
3.0,40.456293,-88.103399,13687.0,0.232669679,293.1001587,0.001104919,2.815304279,1.414926767,5.909453392,-3.873801708,4.761160851,-6.299723625,301.5877686,281.9301147,2.822527885,2.810026884,1.952040792,1.092778921,0.000353782,0.0,-7.35e-24,-7.35e-24,119,0,0,0,0,0,25,75,0,0,0,0,0,57
1.0,38.013199,-88.917372,40181.0,0.589382603,299.8612366,0.002615722,2.562707901,2.721796036,2.380306244,-2.559331179,3.429699183,-3.812591553,303.685791,294.5565186,2.637336254,2.430920124,2.721794844,2.721794844,0.000490486,2.91e-11,-7.35e-24,-7.35e-24,120,0,0,0,3,0,17,80,0,0,0,0,0,19
1.0,38.013199,-88.917372,40181.0,0.589382603,298.6123657,0.003172103,2.394878387,2.720838547,2.813642502,-2.019728422,3.099741936,-2.842110872,302.8232117,293.7580566,2.541624784,2.146027565,2.72182703,2.718398094,0.000471555,0.0,-7.35e-24,-7.35e-24,121,0,0,0,3,0,17,80,0,0,0,0,0,56
2.0,40.396861,-90.15551,36205.0,0.649503394,298.1004944,0.00596232,2.152340412,2.551645994,3.965368271,-4.598696709,3.716694355,-4.005835056,303.8318787,290.9668884,2.292485714,2.029448748,2.730837345,2.39282012,0.000458303,0.0,-7.35e-24,-7.35e-24,122,0,0,0,0,0,18,53,0,29,0,0,0,6
1.0,40.396861,-90.15551,36205.0,0.649503394,297.6895142,0.003217374,2.396987438,2.864276409,6.450506687,-3.934885025,4.48045969,-4.92989254,303.0665588,291.2145691,2.446251631,2.302758455,2.926857471,2.743908882,0.000508101,-2.91e-11,-7.35e-24,-7.35e-24,123,0,0,0,0,0,18,53,0,29,0,0,0,7
3.0,40.396861,-90.15551,36205.0,0.649503394,298.099823,0.003079591,2.293807507,2.732934475,3.093520641,-3.683073997,5.203134537,-5.215411663,302.6050415,291.3984985,2.389869928,2.121249676,2.85571003,2.510869265,0.000442618,0.0,-7.35e-24,-7.35e-24,124,0,0,0,0,0,18,53,0,29,0,0,0,8
1.0,40.396861,-90.15551,36205.0,0.649503394,296.0137329,0.00437519,1.93527317,2.271019459,4.937720776,-2.60770154,4.408389091,-3.93179369,301.0574036,289.5033264,2.107310534,1.814683557,2.492916346,2.114749193,0.000405279,-2.91e-11,-7.35e-24,-7.35e-24,125,0,0,0,0,0,18,53,0,29,0,0,0,21
2.0,37.715906,-88.18671,5720.0,0.306018486,298.8071289,0.003514155,2.520851851,3.005849838,3.13892746,-2.133289099,3.821167707,-3.368740082,303.1566772,291.1481323,2.681492567,2.25216341,3.048089981,2.936060429,0.000504138,0.0,-7.35e-24,-7.35e-24,126,0,0,0,0,0,6,66,0,29,0,0,0,8
4.0,37.715906,-88.18671,5720.0,0.306018486,296.4281921,0.004765138,2.392606974,2.975458622,4.500706673,-3.748175144,3.725325584,-4.198832035,302.0188293,289.6741028,2.583362818,2.218382597,3.024763584,2.928931713,0.000488105,0.0,-7.35e-24,-7.35e-24,127,0,0,0,0,0,6,66,0,29,0,0,0,18
1.0,37.715906,-88.18671,5720.0,0.306018486,298.9604797,0.004853057,2.714963198,3.05786252,2.656825542,-2.336662292,3.162368774,-3.226459026,303.3586731,292.5371094,2.789453506,2.597011328,3.07716918,3.028187037,0.000530098,0.0,-7.35e-24,-7.35e-24,128,0,0,0,0,0,6,66,0,29,0,0,0,43
1.0,37.715906,-88.18671,5720.0,0.306018486,295.8362122,0.002922562,1.939734697,2.854851723,2.66836977,-2.716997623,3.776775837,-4.528046608,300.3575134,286.7567139,2.230947018,1.678622246,2.930542469,2.786489725,0.000400746,0.0,-7.35e-24,-7.35e-24,129,0,0,0,0,0,6,66,0,29,0,0,0,45
5.0,37.715906,-88.18671,5720.0,0.306018486,298.4527893,0.002318067,2.520851851,3.005849838,3.829252481,-1.94350934,2.852626324,-3.054043055,302.2849121,292.8789368,2.681492567,2.25216341,3.048089981,2.936060429,0.000512607,0.0,-7.35e-24,-7.35e-24,130,0,0,0,0,0,6,66,0,29,0,0,0,56
5.0,39.294493,-90.406894,14092.0,-0.260217855,298.7304688,0.002253986,2.608133078,3.052620888,4.856903553,-2.790319443,3.613144636,-4.869404316,304.0704956,291.5094604,2.724374533,2.484101295,3.108791351,2.992451906,0.000521782,-2.91e-11,-7.35e-24,-7.35e-24,131,0,0,0,0,0,24,76,0,0,0,0,0,7
1.0,39.294493,-90.406894,14092.0,-0.260217855,298.3733521,0.003384026,2.277989626,2.893054962,3.384268761,-3.086362839,4.733571529,-4.033694744,302.0640869,290.4471436,2.499247551,2.019050598,3.000340462,2.766352415,0.000462357,0.0,-7.35e-24,-7.35e-24,132,0,0,0,0,0,24,76,0,0,0,0,0,8
1.0,39.294493,-90.406894,14092.0,-0.260217855,295.5820313,0.005022551,1.766632438,2.642214775,4.358540535,-4.387522697,4.487095833,-4.242031097,301.5969238,287.1837769,2.000595808,1.590735078,2.757311583,2.555545807,0.000400775,0.0,-7.35e-24,-7.35e-24,133,0,0,0,0,0,24,76,0,0,0,0,0,9
1.0,39.294493,-90.406894,14092.0,-0.260217855,296.8440247,0.002624033,2.277989626,2.893054962,2.327644825,-2.260779381,3.540258884,-3.534299374,301.8419189,290.2254028,2.499247551,2.019050598,3.000340462,2.766352415,0.000483221,0.0,-7.35e-24,-7.35e-24,134,0,0,0,0,0,24,76,0,0,0,0,0,32
1.0,39.294493,-90.406894,14092.0,-0.260217855,285.9197998,0.002353715,1.456686974,2.489150047,4.331712246,-3.079683542,5.18045187,-4.099732876,294.8243713,275.6104126,1.580566764,1.37876153,2.550534248,2.450206757,0.000332921,0.0,0.008788928,0.0,135,0,0,0,0,0,24,76,0,0,0,0,0,34
6.0,39.294493,-90.406894,14092.0,-0.260217855,298.5377502,0.00221287,2.277989626,2.893054962,2.792489767,-1.946776271,3.797256231,-2.370342016,302.2417908,290.7478638,2.499247551,2.019050598,3.000340462,2.766352415,0.000452482,-2.91e-11,-7.35e-24,-7.35e-24,136,0,0,0,0,0,24,76,0,0,0,0,0,44
1.0,39.294493,-90.406894,14092.0,-0.260217855,297.4802246,0.003523559,2.277989626,2.893054962,3.9122684,-2.558361053,3.908407927,-3.0886724,302.2095032,292.1389465,2.499247551,2.019050598,3.000340462,2.766352415,0.00048345,0.0,-7.35e-24,-7.35e-24,137,0,0,0,0,0,24,76,0,0,0,0,0,56
1.0,39.294493,-90.406894,14092.0,-0.260217855,293.8364868,0.000492332,1.766632438,2.642214775,4.030858994,-2.660979748,4.246464729,-4.953814983,300.9589844,284.7857666,2.000595808,1.590735078,2.757311583,2.555545807,0.000390088,0.0,-7.35e-24,-7.35e-24,138,0,0,0,0,0,24,76,0,0,0,0,0,57
16.0,41.379262,-88.429292,50270.0,0.6852411,296.6616821,0.002659681,2.2727983,2.395154476,5.077556133,-4.66039896,5.445753574,-5.69765377,303.0159912,288.9614868,2.282556057,2.24207139,2.486819267,2.130590439,0.00050324,-2.91e-11,-7.35e-24,-7.35e-24,139,0,0,0,1,0,15,0,0,84,0,0,0,7
19.0,41.379262,-88.429292,50270.0,0.6852411,296.9179382,0.004109247,2.26614666,2.32106638,3.847848892,-4.626400471,6.805480957,-2.688862085,301.4422302,290.0461426,2.282576084,2.222445488,2.46547389,1.970117092,0.000497464,0.0,-7.35e-24,-7.35e-24,140,0,0,0,1,0,15,0,0,84,0,0,0,8
15.0,41.379262,-88.429292,50270.0,0.6852411,293.574707,0.002546174,2.172376156,1.568747282,6.668119431,-4.987043858,5.889267921,-4.294660568,300.6074829,285.7189331,2.218598843,2.140849352,1.940185785,1.305296898,0.000388777,0.0,-7.35e-24,-7.35e-24,141,0,0,0,1,0,15,0,0,84,0,0,0,9
1.0,41.379262,-88.429292,50270.0,0.6852411,284.9755554,0.003599887,2.118677139,1.11499691,7.720486641,-3.638901711,5.240858078,-5.157009125,298.0899048,274.6865845,2.139166117,2.10559535,1.290906191,1.006339788,0.000296111,0.0,0.0,0.0,142,0,0,0,1,0,15,0,0,84,0,0,0,10
1.0,41.379262,-88.429292,50270.0,0.6852411,295.5316162,0.002912065,2.26614666,2.32106638,5.129685402,-3.977895498,3.658471823,-3.242690802,300.1313171,289.0038147,2.282576084,2.222445488,2.46547389,1.970117092,0.000497914,0.0,-7.35e-24,-7.35e-24,143,0,0,0,1,0,15,0,0,84,0,0,0,20
2.0,41.379262,-88.429292,50270.0,0.6852411,294.5113525,0.006196551,2.172376156,1.568747282,5.510977745,-3.669623375,5.553017616,-3.844603062,300.2379761,288.5823059,2.218598843,2.140849352,1.940185785,1.305296898,0.000378552,-2.91e-11,-7.35e-24,-7.35e-24,144,0,0,0,1,0,15,0,0,84,0,0,0,21
1.0,41.379262,-88.429292,50270.0,0.6852411,296.8150024,0.000744715,2.26614666,2.32106638,3.820598602,-4.225268364,4.700955391,-4.309240818,302.7283936,288.0800781,2.282576084,2.222445488,2.46547389,1.970117092,0.000488633,0.0,-7.35e-24,-7.35e-24,145,0,0,0,1,0,15,0,0,84,0,0,0,32
3.0,41.379262,-88.429292,50270.0,0.6852411,291.81604,0.003492285,2.172376156,1.568747282,6.019002438,-4.645272732,6.057367325,-3.984106064,298.2697449,282.2544556,2.218598843,2.140849352,1.940185785,1.305296898,0.000378432,0.0,-7.35e-24,-7.35e-24,146,0,0,0,1,0,15,0,0,84,0,0,0,33
3.0,41.379262,-88.429292,50270.0,0.6852411,297.2467346,0.003200972,2.26614666,2.32106638,4.20190382,-2.52095747,4.887009144,-3.560066938,301.2647705,290.1043701,2.282576084,2.222445488,2.46547389,1.970117092,0.000492579,-2.91e-11,-7.35e-24,-7.35e-24,147,0,0,0,1,0,15,0,0,84,0,0,0,44
5.0,41.379262,-88.429292,50270.0,0.6852411,292.5455017,0.001254512,2.172376156,1.568747282,6.459454536,-3.396281719,4.334897995,-5.358764648,300.1308899,281.9301147,2.218598843,2.140849352,1.940185785,1.305296898,0.000364065,0.0,-7.35e-24,-7.35e-24,149,0,0,0,1,0,15,0,0,84,0,0,0,57
1.0,38.090269,-88.538611,7731.0,-0.329858621,298.9121399,0.002953181,2.119894028,1.841813922,2.852069139,-3.21801734,3.177319288,-2.631064653,303.1790466,294.1132813,2.292224884,1.834258437,1.852662325,1.822262287,0.000427185,0.0,-7.35e-24,-7.35e-24,150,0,0,0,1,0,16,69,0,15,0,0,0,20
2.0,40.414313,-91.127709,19652.0,-0.141592303,298.5487976,0.004026358,2.87784481,2.638283491,3.363823414,-4.057979584,5.332932949,-6.504368305,302.8199158,290.5191956,2.982455015,2.699863672,2.780989408,2.389269114,0.000455951,0.0,-7.35e-24,-7.35e-24,151,0,0,0,2,0,29,69,0,0,0,0,0,8
1.0,40.414313,-91.127709,19652.0,-0.141592303,297.8172913,0.004556495,2.87784481,2.638283491,2.872267962,-3.168046951,4.532278538,-2.399595261,302.2996826,291.5924377,2.982455015,2.699863672,2.780989408,2.389269114,0.000548122,-2.91e-11,-7.35e-24,-7.35e-24,152,0,0,0,2,0,29,69,0,0,0,0,0,44
1.0,40.414313,-91.127709,19652.0,-0.141592303,296.5601196,0.003142797,2.726076126,2.423327923,4.939717293,-4.056188583,4.802632332,-4.582030773,302.5840759,287.8651733,2.880023003,2.593524218,2.635639191,2.237793922,0.000480233,0.0,-7.35e-24,-7.35e-24,153,0,0,0,2,0,29,69,0,0,0,0,0,54
1.0,40.937519,-90.949509,6498.0,-0.384381238,296.8281555,0.002261204,2.441033602,2.84643507,4.559271812,-3.851874113,6.132308483,-3.256098986,301.4223633,291.3260193,2.544403553,2.270997763,3.096300364,2.43870759,0.000473262,0.0,-7.35e-24,-7.35e-24,154,3,0,0,1,0,16,21,0,58,0,0,0,20
3.0,41.292445,-90.19092,49289.0,0.621575939,296.8612976,0.002182252,2.568629503,3.232901573,6.014104366,-4.498209953,5.369197845,-5.663629055,302.4416809,290.910614,2.616814613,2.445772648,3.335327148,2.972047329,0.000501004,-2.91e-11,-7.35e-24,-7.35e-24,155,0,0,0,0,0,23,78,0,0,0,0,0,7
2.0,41.292445,-90.19092,49289.0,0.621575939,297.318573,0.003613009,2.513632536,3.118040085,3.045022964,-3.585365772,5.980534554,-6.362076759,302.1753235,289.2498779,2.590177059,2.349962711,3.279058933,2.774182796,0.000510811,0.0,-7.35e-24,-7.35e-24,156,0,0,0,0,0,23,78,0,0,0,0,0,8
4.0,41.292445,-90.19092,49289.0,0.621575939,296.1311646,0.002893912,2.513632536,3.118040085,4.533894539,-3.889940023,3.119560242,-2.991542339,301.7483826,289.8983765,2.590177059,2.349962711,3.279058933,2.774182796,0.000518198,0.0,-7.35e-24,-7.35e-24,157,0,0,0,0,0,23,78,0,0,0,0,0,20
1.0,40.775105,-87.730374,27679.0,0.186501003,298.1004944,0.001494211,2.498788357,2.898296356,5.996941566,-3.946097374,5.922045231,-4.093169689,304.7138367,291.7774658,2.499991655,2.495520115,3.111301899,2.443125248,0.000518082,0.0,-7.35e-24,-7.35e-24,160,0,0,0,3,0,12,18,0,68,0,0,0,55
2.0,37.767183,-89.33241,62483.0,1.329462173,299.9959106,0.00180477,2.88198185,3.000104427,3.018129826,-2.721860409,2.914692879,-4.49040699,304.6097107,293.2239075,2.935581684,2.767973423,3.000143766,2.999983549,0.000516379,-2.91e-11,-7.35e-24,-7.35e-24,161,0,0,6,2,0,6,39,0,46,0,0,0,7
1.0,37.767183,-89.33241,62483.0,1.329462173,298.8907166,0.003060346,2.752844572,2.999751568,3.064754486,-2.100244045,3.803467989,-3.53289628,302.3228149,292.4607849,2.885041714,2.475936413,2.999982357,2.999010086,0.000535635,0.0,-7.35e-24,-7.35e-24,162,0,0,6,2,0,6,39,0,46,0,0,0,8
2.0,37.767183,-89.33241,62483.0,1.329462173,296.8612976,0.003386432,2.106428623,2.997332335,2.574363708,-2.850097179,4.149311066,-3.600272894,302.4667053,287.7186584,2.452990055,1.736476898,2.999007702,2.994137049,0.000437435,0.0,-7.35e-24,-7.35e-24,163,0,0,6,2,0,6,39,0,46,0,0,0,9
1.0,37.767183,-89.33241,62483.0,1.329462173,299.2616577,0.002646778,2.752844572,2.999751568,2.418347359,-3.51274085,2.948861837,-3.048012018,303.0812988,294.9456482,2.885041714,2.475936413,2.999982357,2.999010086,0.00049904,0.0,-7.35e-24,-7.35e-24,164,0,0,6,2,0,6,39,0,46,0,0,0,20
1.0,37.767183,-89.33241,62483.0,1.329462173,294.9292603,0.00208646,2.106428623,2.997332335,2.654922962,-2.552569866,3.615757465,-3.159371853,300.0984497,286.6192932,2.452990055,1.736476898,2.999007702,2.994137049,0.000457973,0.0,-7.35e-24,-7.35e-24,165,0,0,6,2,0,6,39,0,46,0,0,0,33
1.0,37.767183,-89.33241,62483.0,1.329462173,299.1324768,0.004437082,2.88198185,3.000104427,2.373616695,-2.372707129,2.806946278,-3.514495611,303.3489685,293.0800781,2.935581684,2.767973423,3.000143766,2.999983549,0.000542975,0.0,-7.35e-24,-7.35e-24,166,0,0,6,2,0,6,39,0,46,0,0,0,43
1.0,37.767183,-89.33241,62483.0,1.329462173,299.3369446,0.001747907,2.752844572,2.999751568,2.931436777,-2.005501747,4.023897648,-2.792667389,303.2600708,293.8180237,2.885041714,2.475936413,2.999982357,2.999010086,0.000515492,-2.91e-11,-7.35e-24,-7.35e-24,167,0,0,6,2,0,6,39,0,46,0,0,0,44
1.0,37.767183,-89.33241,62483.0,1.329462173,295.9985352,0.004485635,2.106428623,2.997332335,2.738612413,-3.081285954,4.166150093,-4.471303463,299.8709717,287.7548218,2.452990055,1.736476898,2.999007702,2.994137049,0.000462085,0.0,-7.35e-24,-7.35e-24,168,0,0,6,2,0,6,39,0,46,0,0,0,45
1.0,37.767183,-89.33241,62483.0,1.329462173,298.5639954,0.003192224,2.752844572,2.999751568,2.551001549,-2.078227997,3.140743017,-2.905552149,302.8721619,293.0780334,2.885041714,2.475936413,2.999982357,2.999010086,0.00053778,0.0,-7.35e-24,-7.35e-24,169,0,0,6,2,0,6,39,0,46,0,0,0,56
1.0,38.987252,-88.164363,8785.0,0.059604693,298.0058594,0.00483381,2.420024395,2.974954605,3.229741573,-2.540288925,4.323007107,-3.53983736,301.9066772,290.2127075,2.563237906,2.126575708,3.034067154,2.853048801,0.000474368,0.0,-7.35e-24,-7.35e-24,170,0,0,0,0,0,4,27,0,69,0,0,0,8
2.0,38.314205,-88.91747,38373.0,0.6521977,298.4818115,0.00290441,2.195413351,0.121715784,2.864374638,-2.06366396,3.268733501,-2.670072079,302.743103,293.8674622,2.326574326,1.947650075,0.121702433,0.121702433,0.000436578,0.0,-7.35e-24,-7.35e-24,171,0,0,0,1,0,13,17,0,69,0,0,0,56
